date,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.004219409282700422,0.0028129395218002813,0.0,0.0,0.0,0.0,0.0014064697609001407,0.0
2020-01-23,0.0023166023166023165,0.0028957528957528956,0.0,0.00019305019305019305,0.0,0.0,0.0,0.0
2020-01-24,0.005844873887630983,0.0018429782528566164,5.2656521510189036e-05,0.00010531304302037807,0.00021062608604075614,0.0,0.0,0.00021062608604075614
2020-01-25,0.005238678090575276,0.003769889840881273,0.0,9.791921664626683e-05,9.791921664626683e-05,4.895960832313341e-05,0.0,9.791921664626683e-05
2020-01-26,0.004963084495488105,0.003609515996718622,4.1017227235438884e-05,0.00016406890894175554,4.1017227235438884e-05,0.0,8.203445447087777e-05,0.00045118949958982774
2020-01-27,0.006626454846657038,0.0030158865007221137,0.0001274318239741738,0.0001274318239741738,4.247727465805794e-05,0.0,0.0,0.00033981819726446353
2020-01-28,0.006467116655475846,0.003604622398134078,3.533943527582429e-05,0.00010601830582747287,0.0,0.00010601830582747287,0.0,3.533943527582429e-05
2020-01-29,0.005352507408513473,0.0037444579724793827,0.0,0.00041349842640876614,2.297213480048701e-05,4.594426960097402e-05,0.00011486067400243505,0.0002986377524063311
2020-01-30,0.005237650229283029,0.002955686436441875,4.346597700649816e-05,0.00017386390802599265,8.693195401299633e-05,8.693195401299633e-05,8.693195401299633e-05,0.000521591724077978
2020-01-31,0.005178340252667292,0.003035578768804964,8.928172849426365e-05,0.00044640864247131825,0.00015624302486496138,0.0,0.0,0.0002008838891120932
2020-02-01,0.007833212822366835,0.005362738009158833,0.0,0.0005422993492407809,0.00012051096649795132,0.0,6.025548324897566e-05,0.00048204386599180526
2020-02-02,0.01301274499303845,0.005087287137196102,0.0,0.000535503909178537,0.0003748527364249759,0.0,0.0,0.0003213023455071222
2020-02-03,0.012837034099920697,0.00460943695479778,4.956383822363204e-05,0.0003965107057890563,0.0003965107057890563,4.956383822363204e-05,9.912767644726408e-05,0.0003469468675654243
2020-02-04,0.009059884618509791,0.0068253839278459415,4.0627285284797267e-05,0.0005281547087023646,0.00044690013813276995,4.0627285284797267e-05,4.0627285284797267e-05,0.00036564556756317544
2020-02-05,0.01014415376401495,0.00818651005516996,0.0003559352197899982,0.0008453461470012458,0.00044491902473749775,0.00022245951236874887,8.898380494749955e-05,0.0008898380494749955
2020-02-06,0.006990260760289036,0.0053408733898837575,7.854225573358467e-05,0.00039271127866792333,0.00027489789506754636,3.927112786679233e-05,7.854225573358467e-05,0.00031416902293433867
2020-02-07,0.0067200141473982055,0.0050400106105486535,8.842123878155533e-05,0.00030947433573544364,0.00035368495512622133,4.4210619390777666e-05,4.4210619390777666e-05,0.000265263716344666
2020-02-08,0.005067655817355415,0.006112533305469934,0.00010448774881145185,0.000731414241680163,0.00010448774881145185,0.00015673162321717778,0.0003657071208400815,0.00047019486965153335
2020-02-09,0.01674418604651163,0.00475452196382429,0.00010335917312661498,0.0005684754521963825,0.00010335917312661498,0.0,5.167958656330749e-05,0.00020671834625322997
2020-02-10,0.014485357619533642,0.0049069639632566536,3.925571170605323e-05,0.00047106854047263875,3.925571170605323e-05,7.851142341210646e-05,7.851142341210646e-05,0.00047106854047263875
2020-02-11,0.005965270684371808,0.005474974463738509,0.00012257405515832482,0.0004902962206332993,0.00012257405515832482,0.0,0.0001634320735444331,0.0005720122574055158
2020-02-12,0.007077234164139083,0.007165150116488637,4.3957976174776917e-05,0.0005274957140973229,8.791595234955383e-05,4.3957976174776917e-05,8.791595234955383e-05,0.00043957976174776914
2020-02-13,0.00573438874230431,0.005382585751978892,0.0,0.00035180299032541777,3.5180299032541776e-05,3.5180299032541776e-05,0.00010554089709762533,0.00035180299032541777
2020-02-14,0.00769421692727724,0.007375101939509981,0.00014182888345211502,0.00996347906251108,0.00017728610431514379,0.00010637166258908626,7.091444172605751e-05,0.00046094387121937383
2020-02-15,0.01021355617455896,0.011188486536675951,4.642525533890436e-05,0.0032497678737233053,0.0001392757660167131,0.0001392757660167131,0.0001392757660167131,0.001160631383472609
2020-02-16,0.008537509472088912,0.0066178327860570854,0.0,0.0017681232634503663,0.00010103561505430665,0.00015155342258145997,0.00015155342258145997,0.0004546602677443799
2020-02-17,0.01043464917328423,0.006521655733302643,0.0001534507231365328,0.0007672536156826639,0.0001534507231365328,3.83626807841332e-05,7.67253615682664e-05,0.00046035216940959836
2020-02-18,0.010767790262172285,0.007742725439354653,7.202535292422933e-05,0.0006482281763180639,0.000108038029386344,3.601267646211466e-05,7.202535292422933e-05,0.000432152117545376
2020-02-19,0.01143999319554308,0.004763119843497491,4.252785574551331e-05,0.0007229735476737263,0.00021263927872756656,0.0002976949902185932,8.505571149102662e-05,0.0004678064132006464
2020-02-20,0.011009452944079573,0.007213089859914202,7.59272616833074e-05,0.0006453817243081128,0.00026574541589157585,0.0,0.0001898181542082685,0.00045556357009984437
2020-02-21,0.00627208480565371,0.007243816254416961,0.00026501766784452294,0.0005300353356890459,0.00022084805653710247,8.833922261484099e-05,4.416961130742049e-05,0.00035335689045936394
2020-02-22,0.00529567519858782,0.007590467784642542,5.8840835539864665e-05,0.000353045013239188,0.000353045013239188,5.8840835539864665e-05,0.0008237716975581053,0.0004707266843189173
