date,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.010761259465922678,0.0031885213232363493,0.0,0.0,0.00039856516540454366,0.0,0.0,0.0
2020-01-23,0.006853534575696905,0.00254119821346065,0.0,7.700600646850454e-05,0.0006160480517480363,0.0,0.00015401201293700908,0.00046203603881102723
2020-01-24,0.006281644572364966,0.0016176810437194059,0.00010504422361814324,8.403537889451459e-05,0.0003991680497489443,2.1008844723628648e-05,0.0,8.403537889451459e-05
2020-01-25,0.0052027608198544064,0.0016153733190676987,4.1957748547212955e-05,0.00016783099418885182,4.1957748547212955e-05,0.0,0.0,8.391549709442591e-05
2020-01-26,0.003969071199895156,0.0022279220414505832,1.8722033961769606e-05,0.00011233220377061764,0.00011233220377061764,0.0,5.616610188530882e-05,7.488813584707842e-05
2020-01-27,0.0057082280029356605,0.002462692652695099,1.6309222865530456e-05,0.00013047378292424365,0.00013047378292424365,3.261844573106091e-05,1.6309222865530456e-05,0.0002609475658484873
2020-01-28,0.00777215863721054,0.0023023689113654514,0.0,7.985094490284801e-05,6.654245408570669e-05,0.0,2.6616981634282673e-05,0.00023955283470854406
2020-01-29,0.010189988029833338,0.0028953480044606773,2.0461823353078993e-05,0.00017392549850117145,0.0003171582619727244,2.0461823353078993e-05,4.0923646706157987e-05,0.0003478509970023429
2020-01-30,0.008848615018682381,0.002112307296335413,2.662572222271529e-05,9.762764814995606e-05,0.00044376203704525483,3.5500962963620385e-05,3.5500962963620385e-05,0.00015087909259538666
2020-01-31,0.0042982012569529725,0.0017879072455392617,1.805966914686123e-05,0.00015350718774832046,0.0001354475186014592,3.611933829372246e-05,9.029834573430615e-06,0.00018059669146861228
2020-02-01,0.005128205128205128,0.0023252110208631946,0.0,0.0003822264691829909,6.370441153049849e-05,9.555661729574773e-05,0.0,0.0002229654403567447
2020-02-02,0.003964013649994829,0.0021715900865189068,3.446968391299852e-05,0.00024128778739098962,0.00010340905173899556,0.00013787873565199407,0.0,0.0003446968391299852
