date,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion
2020-01-21,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.004219409282700422,0.014064697609001406,0.0,0.0,0.0,0.0,0.0,0.004219409282700422
2020-01-23,0.006563706563706564,0.004054054054054054,0.00019305019305019305,0.0005791505791505791,0.0009652509652509653,0.00019305019305019305,0.0,0.0009652509652509653
2020-01-24,0.0037912695487336105,0.005739560844610605,0.00010531304302037807,5.2656521510189036e-05,0.00036859565057132326,0.0,0.0,0.00021062608604075614
2020-01-25,0.006364749082007344,0.0019094247246022032,0.0,0.00019583843329253365,4.895960832313341e-05,0.0,4.895960832313341e-05,0.00019583843329253365
2020-01-26,0.0037325676784249386,0.0032403609515996717,4.1017227235438884e-05,0.0002871205906480722,0.00020508613617719443,0.0,0.0,0.00012305168170631667
2020-01-27,0.0056919548041797635,0.004162772916489678,4.247727465805794e-05,0.0002548636479483476,0.0001274318239741738,0.0,4.247727465805794e-05,0.0004672500212386373
2020-01-28,0.00879951938368025,0.0029685125631692404,3.533943527582429e-05,0.0002827154822065943,3.533943527582429e-05,0.0,0.0,0.0007774675760681344
2020-01-29,0.008178079988973375,0.002871516850060876,0.0,0.0002297213480048701,0.00043647056120925317,0.0,0.00011486067400243505,0.0004594426960097402
2020-01-30,0.006824158390020212,0.00212983287331841,2.173298850324908e-05,0.00015213091952274356,8.693195401299633e-05,6.519896550974725e-05,0.0001086649425162454,0.0004563927585682307
2020-01-31,0.003303423954287755,0.0014508280880317843,0.0,8.928172849426365e-05,0.0001785634569885273,2.2320432123565913e-05,2.2320432123565913e-05,0.00031248604972992277
2020-02-01,0.003916606411183418,0.0020486864304651723,0.0,0.00030127741624487827,6.025548324897566e-05,0.00012051096649795132,0.0,0.00012051096649795132
2020-02-02,0.0032665738459890757,0.0016600621184534646,0.0,0.0006426046910142444,5.35503909178537e-05,0.0,5.35503909178537e-05,0.0003748527364249759
2020-02-03,0.005204203013481364,0.0019825535289452814,4.956383822363204e-05,0.0003965107057890563,0.0001486915146708961,4.956383822363204e-05,4.956383822363204e-05,9.912767644726408e-05
2020-02-04,0.003859592102055741,0.0024376371170878363,4.0627285284797267e-05,0.00020313642642398635,4.0627285284797267e-05,4.0627285284797267e-05,0.0,0.00016250914113918907
2020-02-05,0.00605089873642997,0.003381384588004983,4.4491902473749775e-05,0.0001779676098949991,8.898380494749955e-05,8.898380494749955e-05,4.4491902473749775e-05,0.0003559352197899982
2020-02-06,0.003848570530945649,0.004437637448947534,0.0,0.00019635563933396167,7.854225573358467e-05,0.000117813383600377,0.0,0.00027489789506754636
2020-02-07,0.003581060170652991,0.005658959282019541,0.0,0.00035368495512622133,4.4210619390777666e-05,4.4210619390777666e-05,0.0,0.00017684247756311066
2020-02-08,0.0041272660780523485,0.005746826184629852,0.00010448774881145185,0.0002612193720286296,0.00031346324643435555,5.224387440572593e-05,0.0002612193720286296,0.00031346324643435555
2020-02-09,0.003669250645994832,0.0031007751937984496,0.00025839793281653745,0.00020671834625322997,0.0,0.0,5.167958656330749e-05,5.167958656330749e-05
2020-02-10,0.002355342702363194,0.002002041297008715,3.925571170605323e-05,0.0,7.851142341210646e-05,0.0,3.925571170605323e-05,0.00011776713511815969
2020-02-11,0.005720122574055159,0.0020429009193054137,4.0858018386108277e-05,0.00024514811031664963,0.0,4.0858018386108277e-05,4.0858018386108277e-05,0.0001634320735444331
2020-02-12,0.00712119214031386,0.002901226427535276,0.00013187392852433074,0.00026374785704866147,0.00017583190469910767,8.791595234955383e-05,0.0,0.00043957976174776914
2020-02-13,0.006578715919085312,0.0022867194371152155,3.5180299032541776e-05,0.0002814423922603342,0.0002462620932277924,0.0,0.00010554089709762533,0.00021108179419525067
2020-02-14,0.0031202354359465305,0.0031556926568095593,0.00021274332517817252,0.0004964010920824026,3.5457220863028756e-05,7.091444172605751e-05,7.091444172605751e-05,0.00042548665035634504
2020-02-15,0.003064066852367688,0.005246053853296193,4.642525533890436e-05,0.00046425255338904364,4.642525533890436e-05,0.00018570102135561745,4.642525533890436e-05,0.00032497678737233057
2020-02-16,0.0038393533720636522,0.0039909067946451125,0.00010103561505430665,5.0517807527153325e-05,0.00010103561505430665,5.0517807527153325e-05,5.0517807527153325e-05,0.0004546602677443799
2020-02-17,0.002915563739594123,0.0022633981662638584,7.67253615682664e-05,0.00019181340392066597,0.00011508804235239959,3.83626807841332e-05,7.67253615682664e-05,0.00038362680784133194
